CONTRACTID,TITLE,TOTALOPTIONYEARS,CURRENTOPTIONYEAR,CITYWIDE,AGENCY,AGENCYNAME,PROCUREMENTMETHOD,CONTRACTTYPE,MARKETTYPE,AMOUNT,LASTMODIFIED,CONTRACTSTATUS,AWARDDATE,EFFECTIVEDATE,EXPIRATIONDATE,OWNER,CONTRACTINGOFFICER,SUPPLIER,AWARDDOC,COMMODITY,SOLICITATIONID,DSC_LAST_MOD_DTTM,OBJECTID
DCFL-2008-D-7302,Pre Release Community Correctional Services,4.000000000000000,Option 1,,FL0,DEPARTMENT OF CORRECTIONS,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,900000,2010-08-25T16:36:00.000Z,Closed,2009-07-01T00:00:00.000Z,2009-07-01T00:00:00.000Z,2010-06-30T00:00:00.000Z,Deborah White,"Marshall, James",HOPE VILLAGE INC,,9524900 : Halfway Housing,,2018-07-12T16:10:47.000Z,5844
DCFL-2008-D-7002,Pre Release Services,4.000000000000000,Option 1,,FL0,DEPARTMENT OF CORRECTIONS,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,925640,2010-08-25T16:36:00.000Z,Closed,2009-07-01T00:00:00.000Z,2009-07-01T00:00:00.000Z,2010-06-30T00:00:00.000Z,Deborah White,"Marshall, James",REYNOLDS AND ASSOCIATES,,9524900 : Halfway Housing,,2018-07-12T16:10:47.000Z,5845
DCFL-2008-D-7202,Pre Release Services,4.000000000000000,Option 1,,FL0,DEPARTMENT OF CORRECTIONS,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,925640,2010-08-25T16:36:00.000Z,Closed,2009-07-01T00:00:00.000Z,2009-07-01T00:00:00.000Z,2010-06-30T00:00:00.000Z,Deborah White,"Marshall, James",EXTENDED HOUSE INC,,9524900 : Halfway Housing,,2018-07-12T16:10:47.000Z,5846
DCFL-2008-D-7102,Pre Release Services,4.000000000000000,Option 1,,FL0,DEPARTMENT OF CORRECTIONS,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,990000,2010-08-25T16:36:00.000Z,Closed,2009-07-01T00:00:00.000Z,2009-07-01T00:00:00.000Z,2010-06-30T00:00:00.000Z,Deborah White,"Marshall, James",EFFORTS FROM EX CONVICTS INC,,9524900 : Halfway Housing,,2018-07-12T16:10:47.000Z,5847
DCSS-2009-D-924-37-S,Training Services,4.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,500000,2013-07-23T19:18:00.000Z,Closed,2009-07-10T00:00:00.000Z,2009-07-10T00:00:00.000Z,2010-07-09T00:00:00.000Z,"Mahoney, Karen E.",Angela Turner,PRM CONSULTING INC,,9240000 : EDUCATIONAL SERVICES,,2018-07-12T16:10:47.000Z,5848
DCGD-2009-H-0001-01,Evaluation and Assessments Services for Infants and Toddlers,4.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,999999,2011-10-12T19:36:00.000Z,Closed,2009-07-16T00:00:00.000Z,2009-07-16T00:00:00.000Z,2010-07-15T00:00:00.000Z,"Wheeler, George","Marshall, James",STEP BY STEP THERAPEUTIC,, : ,,2018-07-12T16:10:47.000Z,5849
DCSS-2009-D-962-28-S,Moving and Logistics Services,4.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,500000,2013-07-23T19:17:00.000Z,Closed,2009-07-21T00:00:00.000Z,2009-07-21T00:00:00.000Z,2010-07-20T00:00:00.000Z,"Mahoney, Karen E.",Angela Turner,Tyson Project Management Group,,"9620000 : MISCELLANEOUS SERVICES, NO. 2",,2018-07-12T16:10:47.000Z,5850
DCBN-2009-T-7226,Crime Alerting Portal,0.000000000000000,Base Period,,BN0,HOMELAND SECURITY/EMERGENCY MANAGEMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,130000,2010-09-01T21:46:00.000Z,Closed,2009-07-29T00:00:00.000Z,2009-07-29T00:00:00.000Z,2010-07-28T00:00:00.000Z,"Nwachukwu, Christian","Evans-McNeill, Elona",COOPER NOTIFICATION,,3401500 : Fire and Medical Alert Systems,,2018-07-12T16:10:47.000Z,5851
DCJA-2008-C-0005-G,Case Management Services,4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,783409,2010-07-13T12:09:00.000Z,Closed,2008-07-29T00:00:00.000Z,2009-07-30T00:00:00.000Z,2010-07-29T00:00:00.000Z,James Webb,"Marshall, James","PATHWAYS TO HOUSING, INC./NY",,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5852
DCJA-2008-C-0005-C,DCJA-2008-C-0005-C (Community Council for the Homeless at Friendship Place  ---  Case Management Services,4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,896355,2010-07-01T15:42:00.000Z,Closed,2009-07-30T00:00:00.000Z,2009-07-30T00:00:00.000Z,2010-07-29T00:00:00.000Z,James Webb,"Marshall, James",Friendship Place,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5853
DCJA-2008-C-0005-A,Case Management Services,4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,1332359,2010-06-30T15:15:00.000Z,Closed,2009-07-31T00:00:00.000Z,2009-07-31T00:00:00.000Z,2010-07-30T00:00:00.000Z,James Webb,"Marshall, James",Catholic Charities,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5854
DCJA-2008-C-0005-B,"DCJA-2008-C-0005B (Community Connections, Inc.  --- Case Management Services",4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,1626479.4,2010-07-01T12:09:00.000Z,Closed,2009-07-31T00:00:00.000Z,2009-07-31T00:00:00.000Z,2010-07-30T00:00:00.000Z,James Webb,"Marshall, James",COMMUNITY CONNECTIONS,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5855
DCJA-2008-C-0005-F,DCJA-2008-C-0005F (Metropolitan Educational Solutions) Case Management Services,4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,1648765,2010-07-01T19:24:00.000Z,Closed,2009-07-31T00:00:00.000Z,2009-07-31T00:00:00.000Z,2010-07-30T00:00:00.000Z,James Webb,"Marshall, James",EDUCATIONAL SOLUTIONS LLC,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5856
DCJA-2008-C-0005-E,"Life Stride, Inc. (DCJA-2008-C-005-E) Case Management Services",4.000000000000000,Option 1,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,1328792,2010-07-01T16:08:00.000Z,Closed,2009-08-01T00:00:00.000Z,2009-08-01T00:00:00.000Z,2010-07-31T00:00:00.000Z,James Webb,"Marshall, James",LIFE STRIDE INC,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5857
DCPO-2009-C-0008-A,Citywide Security Services,4.000000000000000,Base Period,,AM0,DEPARTMENT OF GENERAL SERVICES,Competitive Sealed Bid (IFB),Requirements,Open,17607600,2010-07-21T16:14:00.000Z,Closed,2009-08-05T00:00:00.000Z,2009-08-05T00:00:00.000Z,2010-08-04T00:00:00.000Z,"Wooden, Diane","Wooden, Diane","US SECURITY ASSOCIATES, INC.",,9904600 : Guard and Security Services,,2018-07-12T16:10:47.000Z,5858
DCJA-2008-C-0005-D,DCJA-22008-C-0005-D ( Community of Hope) Case Management Services,4.000000000000000,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,833050,2011-04-12T18:48:00.000Z,Closed,2009-08-06T00:00:00.000Z,2009-08-06T00:00:00.000Z,2010-08-05T00:00:00.000Z,James Webb,"Marshall, James",COMMUNITY OF HOPE INC,,9523700 : Emergency Shelter,,2018-07-12T16:10:47.000Z,5859
DCKC-2008-C-0019,Inspection Station Support and Preventative Maintenance,2.000000000000000,Option 1,,KV0,DEPARTMENT OF MOTOR VEHICLES,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,150000,2010-08-30T20:12:00.000Z,Closed,2009-08-12T00:00:00.000Z,2009-08-12T00:00:00.000Z,2010-08-11T00:00:00.000Z,Rebecca Young,Courtney Lattimore,REVECORP INC.,, : ,,2018-07-12T16:10:47.000Z,5860
DCPO-2009-C-0008C,Citywide Security Services - DRES,4.000000000000000,Base Period,,AM0,DEPARTMENT OF GENERAL SERVICES,Competitive Sealed Bid (IFB),Requirements,Open,4773920,2010-07-16T18:14:00.000Z,Closed,2009-08-18T00:00:00.000Z,2009-08-18T00:00:00.000Z,2010-08-04T00:00:00.000Z,"Wooden, Diane","Wooden, Diane",ALLIED BARTON SECURITY SERVICE,,9904600 : Guard and Security Services,,2018-07-12T16:10:47.000Z,5861
DCTO-2009-C-0182,3560 POE Switches,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,99483,2010-07-29T18:53:00.000Z,Expired,2009-08-20T00:00:00.000Z,2009-08-20T00:00:00.000Z,2010-08-19T00:00:00.000Z,Derrick White,Angela Turner,CherryStoneIT Inc.,,"2046400 : Network Components: Adapter Cards, Bridges, Connectors, Expansion Modules/Ports, Firewall Devices, Hubs, Line Drivers, MSAUs, Routers, Transceivers, etc.",,2018-07-12T16:10:47.000Z,5862
DCJM-2008-E-0051,Clinical Services Psychologist,4.000000000000000,Option 1,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,208464.8,2010-10-19T18:54:00.000Z,Closed,2009-08-28T00:00:00.000Z,2009-08-28T00:00:00.000Z,2010-08-27T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,LIBERTY HEALTHCARE CORP.,,9180000 : CONSULTING SERVICES,,2018-07-12T16:10:47.000Z,5863
CW4282,Financial Services - Kitamba Inc.,3.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Small Purchase,Labor Hour,Open,33000,2010-08-24T19:29:00.000Z,Closed,2009-09-04T00:00:00.000Z,2009-09-04T00:00:00.000Z,2010-09-03T00:00:00.000Z,Chi Hui Yi,"Marshall, James","Kitamba, Inc.",,9460000 : FINANCIAL SERVICES,,2018-07-12T16:10:47.000Z,5864
DCHA-2008-C-0017,District of Columbia Owned Captive Insurance Company,4.000000000000000,Option 1,,HA0,DEPARTMENT OF PARKS AND RECREATION,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,153148.8,2014-03-13T15:49:00.000Z,Closed,2009-09-11T00:00:00.000Z,2009-09-11T00:00:00.000Z,2010-09-10T00:00:00.000Z,Ruby Nelson,Angela Turner,XEROX CORPORATION,,"6007200 : Multi-Function Office Machines (Combination of Fax-Copier-Scanner-Printer, etc.)",,2018-07-12T16:10:47.000Z,5865
DCBE-2005-D-0001,Vision Care Service Provider for District Employees,4.000000000000000,Option 4,,BE0,D.C. DEPARTMENT OF HUMAN RESOURCES,Competitive Sealed Proposal (RFP),Indefinite Delivery Indefinite Quantity,Open,1435260.32,2010-09-10T11:28:00.000Z,Expired,2009-09-11T00:00:00.000Z,2009-09-11T00:00:00.000Z,2010-09-10T00:00:00.000Z,Jeanne Mirabile,Kenneth Hayslette,QUALITY PLAN ADMINISTRATORS,,"9530000 : INSURANCE, ALL TYPES",,2018-07-12T16:10:47.000Z,5866
CW3552,Develop Classification System,0.000000000000000,Base Period,,BE0,D.C. DEPARTMENT OF HUMAN RESOURCES,Sole Source,Firm Fixed Price,Open,990000,2010-08-05T14:00:00.000Z,Expired,2009-09-16T00:00:00.000Z,2009-09-16T00:00:00.000Z,2010-09-15T00:00:00.000Z,Chi Hui Yi,"Marshall, James",DELOITTE CONSULTING,,9188500 : Personnel/Employment Consulting,,2018-07-12T16:10:47.000Z,5867
DCBD-2009-C-6823,Ward 3 Neighborhood Sustainability Indicators Pilot Project,0.000000000000000,Base Period,,BD0,OFFICE OF PLANNING,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,125871,2013-08-07T18:17:00.000Z,Closed,2009-09-23T00:00:00.000Z,2009-09-23T00:00:00.000Z,2010-09-22T00:00:00.000Z,Chi Hui Yi,"Marshall, James",EDAW,,9065700 : Land Development and Planning - Architectural,,2018-07-12T16:10:47.000Z,5868
CW3610,Housing Unit Inspection Services,2.000000000000000,Base Period,,DB0,DEPT. OF HOUSING AND COMM. DEVELOPMENT,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,82500,2010-09-15T19:35:00.000Z,Closed,2009-09-30T00:00:00.000Z,2009-09-30T00:00:00.000Z,2010-09-29T00:00:00.000Z,Chi Hui Yi,Kenneth Hayslette,"Spectrum Enterprises, Inc.",,"9684700 : Inspection Services, Construction Type",,2018-07-12T16:10:47.000Z,5869
DCSS-2009-D-485-21S,Industrial Supplies and Apparel,4.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,900000,2013-07-23T19:11:00.000Z,Closed,2009-09-30T00:00:00.000Z,2009-09-30T00:00:00.000Z,2010-09-29T00:00:00.000Z,"Mahoney, Karen E.",Angela Turner,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,,"4850000 : JANITORIAL SUPPLIES, GENERAL LINE",,2018-07-12T16:10:47.000Z,5870
DCSS-2009-D-485-22S,Industrial Supplies and Apparel,4.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,900000,2013-07-23T19:15:00.000Z,Closed,2009-09-30T00:00:00.000Z,2009-09-30T00:00:00.000Z,2010-09-29T00:00:00.000Z,"Mahoney, Karen E.",Angela Turner,THE HAMILTON GROUP,,"4850000 : JANITORIAL SUPPLIES, GENERAL LINE",,2018-07-12T16:10:47.000Z,5871
PO316047,BMC Software Maintenance Renewal ODC1  ODC2,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Sole Source,Firm Fixed Price,Open,167583.53,2011-04-27T18:43:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,"Morrow, Kenneth",BMC SOFTWARE,,"9204531 : MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME",,2018-07-12T16:10:47.000Z,5872
DCJM2009C0033,DDA Healthcare Initiative,4.000000000000000,Option 1,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,414600,2010-11-03T12:23:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,T. Nicole Starwood,,GEORGE WASHINGTON UNIVERSITY,,9186700 : Human Services Consulting (To Include Mental Health Consulting Services),,2018-07-12T16:10:47.000Z,5873
CW5108,Food Managers Training and Certification,0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,99999,2010-09-17T20:09:00.000Z,Expired,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Marsha L. Robinson,Marsha L. Robinson,MID ATLANTIC SCHOOL OF FOOD,,"9613600 : Food Administrative Services (Incl. Policy, Standards, Evaluation, etc.)",,2018-07-12T16:10:47.000Z,5874
CW5108,Food Managers Training and Certification,0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,99999,2010-09-17T20:09:00.000Z,Expired,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Marsha L. Robinson,Marsha L. Robinson,MID ATLANTIC SCHOOL OF FOOD,,9614500 : Inspection and Certification Services,,2018-07-12T16:10:47.000Z,5875
DCCB-2007-C-0030,Genetic Testing,4.000000000000000,Option 2,,CB0,OFFICE OF THE ATTORNEY GENERAL,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,212000,2010-08-25T18:46:00.000Z,Expired,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Deborah White,"Marshall, James","COMMONWEALTH BIOTECH, I",,9524800 : Genetic Parentage Testing Services (DNA),,2018-07-12T16:10:47.000Z,5876
DCHC-2007-H-0048,Health and Human  Services,4.000000000000000,Option 2,,HC0,DEPARTMENT OF HEALTH,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,900000,2010-08-25T20:09:00.000Z,Expired,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Deborah White,"Marshall, James",GODWIN CORPORATION,,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,5877
PO323286,IPLA and MLC Software Maintenance ODC1  ODC2,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,959546,2011-04-27T18:47:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,INTERNATIONAL BUSINESS MACHINE,,"9204531 : MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME",,2018-07-12T16:10:47.000Z,5878
DCTO-2009-F-0171,Informatica Maintenance,4.000000000000000,Option 1,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,DC Supply Schedule,Firm Fixed Price,Set Aside,103915,2011-04-27T18:22:00.000Z,Closed,2009-09-18T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,"Morrow, Kenneth",Dupont Computers,,9182930 : CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,,2018-07-12T16:10:47.000Z,5879
PO315478,Oracle Enterprise License Renewal,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,121821.92,2011-04-27T18:42:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,ORACLE CORPORATION,,9182930 : CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,,2018-07-12T16:10:47.000Z,5880
PO315474,Oracle Enterprise License Renewal,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,279204.75,2011-04-27T18:42:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,ORACLE CORPORATION,,9182930 : CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,,2018-07-12T16:10:47.000Z,5881
PO316541,Oracle Software Maintenance,0.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,136094.51,2011-04-27T18:44:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,ORACLE CORPORATION,,"9204533 : MAINTENANCE, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,5882
PO323651,Oracle Support Renewal,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,285548.4,2011-04-27T18:47:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,ORACLE CORPORATION,,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,5883
PO319287,Remedy Enterprise IT Management Licenses,0.000000000000000,Base Period,,TO0,OFFICE OF CHIEF TECHNOLOGY OFFICER,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,708694.84,2011-04-27T18:45:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,BMC SOFTWARE,,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,5884
CW5974,Residential Services - Kennedy Institute,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Requirements,Open,999999,2010-11-02T14:49:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2011-09-30T00:00:00.000Z,"Matthews, Scotti",Janice Parker Watson,LT JOSEPH P KENNEDY INSTITUTE,,"9529265 : RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",,2018-07-12T16:10:47.000Z,5885
DCJZ-2008-H-0008,Services - Maryland Treatment Centers ,4.000000000000000,Option 2,,JZ0,DEPART OF YOUTH REHABILITATION SERVICES,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,900000,2011-04-20T19:49:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Deborah White,"Marshall, James",MARYLAND TREATMENT CENTER INC,,9529500 : Youth Care Services,,2018-07-12T16:10:47.000Z,5886
PO317514,System Support and Maintenance for TACIS,0.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,338780,2011-04-27T18:45:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Crystal McKay,John Varghese,SOFTWARE AG INC,,"9204533 : MAINTENANCE, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,5887
DCFA-2006-D-0012,Uniforms and Equipment for MPD,0.000000000000000,Option 4,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Set Aside,2011952.2,2013-08-15T20:11:00.000Z,Closed,2009-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,2010-09-30T00:00:00.000Z,Rebecca Young,Angela Turner,MORGANS INC,,"2000000 : CLOTHING, ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER RELATED, WORK",,2018-07-12T16:10:47.000Z,5888
DCPO-2009-C-0008E,DCPS Security Services,4.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Requirements,Open,8211406,2010-07-14T16:21:00.000Z,Closed,2009-10-02T00:00:00.000Z,2009-10-02T00:00:00.000Z,2010-10-01T00:00:00.000Z,Yvette Henry,John Varghese,"US SECURITY ASSOCIATES, INC.",,9904600 : Guard and Security Services,,2018-07-12T16:10:47.000Z,5889
DCKT-2010-F-0002,Fleet  Fuel Service Cards,2.000000000000000,Base Period,,KT0,DEPARTMENT OF PUBLIC WORKS,Sole Source,Requirements,Open,300000,2010-07-13T19:46:00.000Z,Closed,2009-10-16T00:00:00.000Z,2009-10-16T00:00:00.000Z,2010-09-30T00:00:00.000Z,"Nance, Gregory",James Roberts,US BANK GOVERNMENT SERVICES,,"9463500 : Credit Card, Charge Card Services",,2018-07-12T16:10:47.000Z,5890
DCCB-2009-C-0908,Paternity Establishment Program,4.000000000000000,Base Period,,CB0,OFFICE OF THE ATTORNEY GENERAL,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,78000,2012-06-29T15:22:00.000Z,Closed,2009-10-20T00:00:00.000Z,2009-10-20T00:00:00.000Z,2010-10-19T00:00:00.000Z,Shafiqur Choudhary,Shafiqur Choudhary,FAMILY HEALTH CENTER,,9183800 : Education and Training Consulting,,2018-07-12T16:10:47.000Z,5891
DCBY-2010-C-0002,Management and Operate the Washington Center for Aging Services,0.000000000000000,Base Period,,BY0,OFFICE ON AGING,Competitive Sealed Bid (IFB),Cost Plus Fixed Fee,Set Aside,10918303.7,2010-07-13T12:31:00.000Z,Closed,2009-10-21T00:00:00.000Z,2009-10-21T00:00:00.000Z,2010-04-10T00:00:00.000Z,Jeanne Mirabile,Christopher Stewart,VMT LONG TERM CARE MANAGEMENT,,9524000 : Elderly Assistance Services,,2018-07-12T16:10:47.000Z,5892
DCBY-2008-C-0004,Operation and Management of J B Johnson Nursing Center,4.000000000000000,Option 1,,BY0,OFFICE ON AGING,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,996000,2010-06-14T13:15:00.000Z,Expired,2009-10-21T00:00:00.000Z,2009-10-21T00:00:00.000Z,2010-10-20T00:00:00.000Z,Jeanne Mirabile,"Marshall, James",VMT LONG TERM CARE MANAGEMENT,,9524000 : Elderly Assistance Services,,2018-07-12T16:10:47.000Z,5893
DCFB-2009-C-0089,Refurbish Equipment,0.000000000000000,Base Period,,FB0,FIRE AND EMERGENCY MEDICAL SERVICES,Sole Source,Firm Fixed Price,Open,1530882,2010-06-17T16:45:00.000Z,Closed,2009-10-23T00:00:00.000Z,2009-10-23T00:00:00.000Z,2010-10-22T00:00:00.000Z,"Nance, Gregory",James Roberts,SEAGRAVE FIRE APARATUS INC,, : ,,2018-07-12T16:10:47.000Z,5894
DCKA-2009-Q-0099-2,Construction Management Services for the Reconstruction of Pennsylvania Avenue SE,0.000000000000000,Base Period,,KA0,DEPARTMENT OF TRANSPORTATION,Architectural Engineering,Firm Fixed Price,Open,4932570.48,2010-06-10T20:50:00.000Z,Closed,2009-11-10T00:00:00.000Z,2009-11-10T00:00:00.000Z,2011-11-01T00:00:00.000Z,"Boykin, Cora S.","Carter, Jerry",DAVID VOLKERT & ASSOCIATES,,"9135000 : Construction, Street (Major and Residential)(Includes Reconstruction)",,2018-07-12T16:10:47.000Z,5895
